,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
19511,68,1.0,2/6/2015,,54,2.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Love the vibe when you walked inside. You can call it Korean ghetto, when you go inside you will know what I'm talking about. the service is amazing.The food is also very good but nothing to brag about. The alive octopus is deff a experience tonight try out.",36,2.0,/user_details?userid=rcVUa7LOofLW-mWQomIyvA,Bewen X.
19512,69,1.0,2/8/2015,,132,1.0,"Bay Ridge, Brooklyn, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Love this place! The empire hotpot is always a crowd favorite! There's also live octopus which is a nice change if you want to live on the dangerous side of a life as a foodie lol we didn't get the watermelon soju this time because it's out of season but if you go in the summer, it's soju mixed with watermelon juice in a watermelon. Definitely very refreshing!It's great for crowds and everything is family style.",30,2.0,/user_details?userid=I-M8eYc7xbGUnR3w4NMcew,Maggie L.
19513,70,1.0,3/3/2014,,348,1.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"For purely the experience, this place is definitely worth the trip.Nestled in the heart of Flushing, Ski Gaek Chun Ha is known for their seafood hot pot.Having heard great things about this place, I came with a party of 8 at 7:45pm on a Saturday night. We had a reservation at 7pm, but had to cancel due to trip delays. The restaurant was nice enough to accommodate us and give us priority for the next set of available seating.Due to the nature of the restaurant (taking your time to eat and drink), we ended up having to wait for an hour or so. The host felt bad that we had to wait so long, and ended up getting everyone free Coors Light. We really appreciated his sincerity and attentiveness to our needs.When we were finally seated, we ordered 2 of their spicy seafood hot pot, live octopus and watermelon soju. The watermelon soju consisted of a hallowed out watermelon filled with juice, ice and soju. It was sweet and refreshing, albeit a bit weak.The live octopus was definitely an experience, as you can feel the tentacles squirming around in your mouth still. Not for the squeamish, but an unique experience for anyone adventurous enough. It doesn't actually taste very good (a bit slimy and bland), but you're probably not doing this for taste.The seafood hot pots were huge, filled with a variety of foods like mussels, clams, lobsters, duboki (rice sticks), abalone, shrimp, etc... The hot pot wasn't as spicy as I would have liked, and the broth was overly salty at times, but the variety definitely made up for the shortcomings.The service was also fantastic, with their host checking in on us constantly to make sure we were well provided for. He also gave our table some free lychee soju, and obviously we accepted enthusiastically, because who can say no to more alcohol?Oh and while this is all happening, you can hear them blasting some dubstep, EDM and Top 40 stuff from their speakers. The music was better than most clubs.Split between 8 people, the meal came out to ~$30 each, which is a fantastic deal.If you're looking for a truly unique dining experience, this is the place to go!",624,2.0,/user_details?userid=Gr17h3JDn7wWQo40kJKaGQ,Peter Y.
19514,71,1.0,3/14/2015,,4,1.0,"Philadelphia, PA",Sik Gaek Chun Ha,7183217770,3.0 star rating,"I can only give a 3 star rating. I tried to give this place a second chance since their food were excellent.  But still their service sucks.  We got the $99 seafood hot pot, $29.99 fresh lobster sashimi, and I think $24.99 fresh live octopus.  But we didn't get a spoon for the hot pot nor bowels for the hot pot.  They didn't help clear the trash for us even though it was piling up so high.  After we were done we wanted to make the fried rice with the soup.  After it was done cooking we didn't get bowls till we asked them for it.  After we thought of giving 20% tips they did not bring out the cucumber drink.  Once we asked they said they were out.  So disappointing.  I think I'll give the other place a try but I'm not gonna drive over 2 hours for this type of services.",9,1.0,/user_details?userid=RoIQEGVfvrKW0cThqWLR_w,Tammy N.
19515,72,1.0,2/9/2014,,144,1.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I've been to this specific location a couple of times already and each time was just average; but for some reason the last time I came, I was quite surprised. Big family style pot is their specialty and while it's great to feed a big group of people, there's actually not much in the pot. You end up fishing up a lot of vegetables, like bean sprouts. If you love seafood and like to grill, they have a tray of difference shellfish for you to grill on your own. What I love best at this location is their BBQ meats, already cooked and served in a small pan with lettuce and this awesome vinaigrette scallion salad - believe me, the scallions will change your life. The BBQ pork short rib was amazing, I need to try the beef short rib. Service here was quite great. My group was lucky enough to have a waiter that was patient and friendly. Supposedly, that night when we were there the kitchen closed early because the manager of the restaurant found the good wasn't up to par. The waiter took time explaining to us and was very apologetic about the whole situation. Now, that's good service.",501,1.0,/user_details?userid=rlphr1Hp6_x9e8yRGX42Fg,Linh N.
19516,73,1.0,2/22/2015,,12,1.0,"Manhattan, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,I love their free fried eggs and rice cake. But I will highly recommend the appetizer called: seafood steamed in pumpkin! It's soooo good! A must have,47,1.0,/user_details?userid=xpupYJshGy_5s_nJLsbSdw,Mandy L.
19517,74,1.0,8/7/2015,,32,1.0,"Elmont, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Great service, lots of fun and amazing food! The prices are reasonable and staff is really friendly.",4,1.0,/user_details?userid=hWlDNZXSJTLl90zZWjC-WQ,Akich W.
19518,75,1.0,7/14/2015,,0,1.0,"San Jose, CA",Sik Gaek Chun Ha,7183217770,2.0 star rating,"Korean food is my favorite, I went to this restaurant from California.Really really really disappointed, the food is not good. Oh, remember do not try the fresh octopus, which is hard to bite..I think I have the reason to give the tip around %8.They even asked for 15%... Hard to understand what they are thinking...",2,2.0,/user_details?userid=wHYWCGJf1xxncw4v0M_nPg,Feng G.
19519,76,1.0,6/27/2015,,0,1.0,"Financial District, San Francisco, CA",Sik Gaek Chun Ha,7183217770,2.0 star rating,"Tried the popular seafood pot. Yes, the taste was good, but it was way overpriced.  Personally, I don't think it's worthy.  I won't go there again.",1,3.0,/user_details?userid=USd-AqVdxTPDaIErk03JJw,Connie B.
19520,77,1.0,7/9/2015,,4,1.0,"Midtown East, Manhattan, NY",Sik Gaek Chun Ha,7183217770,1.0 star rating,"The waiters were nice. I have to agree with Vanessa T.--this place is good for if you want to impress your friendsI had high expectations for the octopus, because I love sashimi. It was okayI tend to think that people who say something is over-hyped think they're too cool/think that it's cool to hate on things that are well-liked, but this place is over-hyped.",8,2.0,/user_details?userid=8D0j3OVMyssNkyLNbG08rw,Annie T.
19521,78,1.0,1/19/2015,,441,1.0,"Lindenhurst, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,Yummy live seafood =X,101,1.0,/user_details?userid=_N76khAbytY7W5wSHOGh3g,Caryn C.
19522,79,1.0,1/14/2015,,134,1.0,"Torrance, CA",Sik Gaek Chun Ha,7183217770,4.0 star rating,Had a really fun experience with friends here. It's def a nice hangout food place for young adults. Their seafood combo soup was delicious. I would definitely go back when I visit flushing again.,142,1.0,/user_details?userid=tTjwN6l8JVmLQGXZGzST3g,Lenna L.
19523,80,1.0,1/1/2015,,103,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,This place was open on Christmas day!I had the mixed grilled seafood and the selection was very fresh. A bit overpriced but what else would expect from a drinking location. The service is the usual korean place. Just ring the bell and they come running. Knowing korean will help you a lot here.They ran out of ddukbokki and so I asked for extra steamed eggs. They actually gave us two more steamed eggs. I was thoroughly impressed by this small gesture.I would definitely come back again!,61,1.0,/user_details?userid=4cHU4rXILvHx5PgBSqoZlA,Jesse H.
19524,81,1.0,7/14/2015,,7,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"When you first walk in you get greeted by all the workers by hello or welcome in korean. I think everyone seems to have a very positive attitude to their job. When u get seated you first get fried eggs and then a side of cucumbers and carrots. Then a plate of dubboki and a dol sot steamed eggs. There was a large variety of clams, mussels, king crabs, squid, idk abalone? I think it was pretty plain and it didn't have much flavor. I think if you like spicy this is definitely the place to go to. My party had people who doesn't eat spicy so I had to choose a steamed one. Next time I would like to go back with people who can eat spicy, so I can try other ones. We also got cucumber juice at the end which was pretty good. I gave it 4 stars for the service, and was food was okay. This is better for people who eat spicy I repeat.",42,1.0,/user_details?userid=cwNQTfRi9ycO6wx3Pxv76w,Amy C.
19525,82,3.0,8/9/2013,,70,2.0,"FLUSHING, NY",Sik Gaek Chun Ha,7183217770,2.0 star rating,"This place emphasizes on seafood, yet everything is simply salty/spicy and unfresh. Service is bad and facilities are poorly maintained. I came here on a Sunday with a couple of my friends. There were many waiters/waitresses on standby, and some were just standing by the side chatting. Right away we felt quite unwelcomed. (1st bad sign) The waitresses were not attentive as we walked in. Not only did we not get the usual cheer but we also got turned down when we requested to switch to another table with a little more seating space. This is when the place was STILL VERY EMPTY. Our request was very reasonable. Also the table felt moist and sticky. The bathroom was tiny, nasty AND spooky. It was extremely poor lit (not the nice kind) SO small that my head hit the side wall when I bent forward at a 30 degree angle WTH?! I'm a short Asian girl! I can't imagine how other taller folks can use the bathroom without being injured...Finally let me talk about the food. Like most Korean restaurant we were served with side dishes. First thing we got was pan-fried eggs, which was not bad. In addition we got a small bowl of dukboki, 2 hot egg custard, and bland kimchi. But overall the side dishes were lacking and unmemorable. -Korean Side Dishes: Dukboki, Egg Custard(x2), Pan-fried Eggs, KimchiThen we ordered: -Raw Oysters (A dozen) -Seafood Steamed in a Pumpkin with Cheese-Spicy Dark Meat Chicken with CheeseOh God. The raw oysters was a BADDD idea. It came in a dozen, which I could normally finish half of it by myself easily. But these? No OH NOO. I have never had such bad oysters. I didn't know how in the world they can mess this one up. I highly question where Sik Gaek got their oysters, and how they are preserving them. The weird sauces that came with it did not help. The hot sauce was bland (wth) and another red sauce, which looked and tasted like bibimbap paste, was not compatible w/ the oysters. I asked for Tabasco sauce, which no one knew what I was talking about (WTH!) They simply gave me more of those weird red sauces. We weren't able to finish 12 oysters. Maybe we needed some strong liquor to down those things, though, our stomachs already gave up trying. The second thing we got was the seafood steamed over sweet Japanese squash, which they referred to as ""pumpkin"", topped with mozzarella cheese. The seafood portion mostly consisted of baby octopus and different sizes of shrimps. This was the only thing they got it right. It was decent. Not amazing. Not over powering. It was a good blend of cheese and spicy octopus along with the soft and sweet squash/pumpkin. We got the medium size but there was still alot of left over so I packed it for lunch tomorrow. SURPRISINGLY, this tasted a lot better overnight and after microwaved.Lastly we got the Spicy Dark Meat Chicken with Cheese. Skip it. It was overly spicy, salty, and super spicy, and very salty. The mixture of cheese did not help. Just listen to me and skip it.  It is unlikely that I will revisit this place. I left this place feeling unsatisfied and incredibly thirsty. I did not received good food of which I paid good money for. Moreover, I am baffled at the sheer number of 5 stars reviews (?!) But if I ever do come back, I will definitely make an update.",73,6.0,/user_details?userid=uMw8YdwoGcMVzj63dboCOA,Jess C.
19526,83,1.0,7/14/2015,,0,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Nice seafood stew!     Perfect any time of the year,  thanks to their cranking AC in the summer.    Try the Chul Pan (seafood hot pot) with an added order of bulgogi (marinated sliced beef).    It adds terrific flavor to the soup!    Whether I order this with 1 or 2 other people,  there's always leftovers that I bring home and enjoy the next day.     The place is lively and fun,  but some may find it too noisy and loud.    Fun place to have a birthday too!",10,1.0,/user_details?userid=Qju4z31S9RzvLe_vMQo0cw,Wen L.
19527,84,1.0,1/2/2015,,66,1.0,"Murray Hill, Queens, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"High quality Korean food, but on par with its equally as high prices. Everything was well cooked, there's a button to press to call a waiter around whenever.My only issues with the place is its insanely high prices and lack of bathroom space.",6,1.0,/user_details?userid=HFB2yg-sYzkDceLvBzWMXw,Joshua C.
19528,85,1.0,6/12/2014,,112,1.0,"Auburndale, Queens, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Because of its later hours, I've managed to swing by twice when it was closed, womp womp, but lucked out on three other occasions!Regardless of that though, I forgot how much I like this place. The menu is different from other korean places. They focus mainly on seafood and they have enough dishes for you to try a new one each time you come. Ive only been here a few times and its usually a small group with 3-5 people. I'd really like to come again with around 10 people. The portions are pretty large and its better to share. The pajeon's are all delicious. The seafood bbq is kept on ice and grilled in front of you. And I enjoyed the cucumber water they give you to end your meal.The service isnt exactly friendly because they dont really say much to you but they are attentive with the water and coming by to flip and cook your food. I really love the graffiti art outside on their walls. And they have an epic playlist if you like top 20s and Kpop.",27,1.0,/user_details?userid=y06xUjSdbN9MoMFNtmVrYQ,Sandy Y.
19529,86,,7/14/2014,,130,1.0,"Manhattan, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I came, i saw, i conqureredFood here was great. Good portions, fresh ingredients.Finally tried the squiggly squid tentacles. Delicious.Their giant pot of seafood and noodles and stuff was delicious and amazingly fresh too.Rice cakes were just alright, a little too cloying for my taste.Their spicy chicken with little chunks of broccoli was great too.Overall I liked the place. The service could of been a little better (we had to actively hunt people down to serve us), but I would definitely be back (if i go to queens)",191,1.0,/user_details?userid=L1adsX2_dzpTnydBpoL-qw,Darryll S.
19530,87,1.0,6/24/2015,,15,1.0,"Manhattan, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"Definetly go with a big group, minimum of at least 4. Go for the seafood pot and the watermelon soju. Great and attentive service, loud conversations and k-pop in the background.",17,1.0,/user_details?userid=mSOOmdrxjU2dS9zJOSzoWQ,karen c.
19531,88,1.0,5/28/2014,,45,1.0,"Levittown, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"The atmosphere of this place really makes Sik Gaek special. The decor is reminiscent of both Korean school life in the 80/90's and a rowdy music-blasting beer joint you can find in Seoul. I love the location, even though parking is sorely lacking. There are a lot of different fun menu items to try like the Watermelon Soju and the live squid. We, a group of 12, hit this place up on Sunday night and the tables were packed even though it was early. We ordered the grilled seafood platter combo and a seafood soup. The small eggs on the small frying pan as an appetizer was cute, but ours burned because the servers were simply inattentive. This continued to be a theme of the night, as we had to keep flipping our food with our own chopsticks to make sure they didn't burn. Our clams were not cleaned properly at all, as I chewed on stones every time I tried to eat one. I understand crunching on some sand once in a while, but the whole platter? The lobster was dried out and fishy. The only thing that felt fresh was the shrimp.  We had seafood pancake as well, which tasted much better than the grill combo or the soup. The spicy ddukbokki that came as a side dish was delicious, so I might want to actually order a full cheese ddukbokki next time, if I go again. The friend who had recommended the restaurant suggested that the samgyeopsal was actually much better for the grilling than the seafood. I took a star off for the quality of seafood, as much of it was not cleaned well and was not fresh. I took another star off for the service, which was bad despite the floor manager recognizing one person in the group as a regular customer. The atmosphere was awesome, though, and the prices were not bad. If I come back, I will order cooked food, samgyeopsal and novelty dishes like the live squid.",65,1.0,/user_details?userid=i6rsX7dp6YRV0ySaF0RBVg,Jihye B.
19532,89,1.0,12/8/2014,,83,1.0,"Fort Bragg, NC",Sik Gaek Chun Ha,7183217770,4.0 star rating,"We came to this place for the seafood hotpot as shown on an episode with Anthony Bourdain. We loved it! It gets packed especially at night and becomes a soju frenzy zone with every table drinking.The hotpot consists of a variety of seafood, most ALIVE, and thrown into the boiling seasoned stock. So this is as fresh as it gets.Recommended for seafood lovers and people who aren't so anal about PETA",62,1.0,/user_details?userid=y8bEH6YxNr5R7fTm9gLiyg,Brian L.
19533,90,1.0,10/3/2015,,0,1.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"I don't often write reviews but the service in this spot was so great that it incited to do so. I came here for the first time with friends and was warmly welcomed. Our server Danny was the most chill and down to earth guy, he was very amiable and easy to talk to, he even crack a few jokes with us and let us order at our own pass. During our meal we were pleasantly surprised by a plater of fresh oysters on the house free of charge. Friendly people, bomb food, awesome service. 10/10 would come again!",1,1.0,/user_details?userid=iGOOjWbTzcaZTu8lV1mOAQ,Jing X.
19534,91,2.0,8/16/2013,,181,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,2.0 star rating,"Nothing outstanding. You might be better off going to one of the other bajillion restaurants in the area.  Our party of four came in around 7ish on a Saturday and we were seated almost immediately. There's always someone waiting for a table but it seems to move pretty quickly. The atmosphere is LOUD. They blast club music in there. Makes you wonder if you're in a restaurant or if you're at Circle. We ordered three dishes to share and it was more than enough food:Clam leek pancake - very crispy and pretty good. It's the only non spicy pancake option but I did find a couple of jalapeños chillin on the bottom. Spicy rice cake with seafood - squid was super chewy and the dish had way too much mozzarella cheese on it. Short ribs - I thought they gave you raw beef to cook yourself but that's not the case. Instead, it's overcooked pieces of jerky. Watermelon Soju - you can definitely skip this one. Unless you're planning to separately order a bottle and pour it in (which I would highly recommend), you're really just drinking watermelon juice. IF I ever come back, I think I will grow a pair and try the live octopus.",571,1.0,/user_details?userid=hwSSM8Jn29dXRW4ym-roDQ,Mel T.
19535,92,1.0,12/1/2014,,81,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,2.0 star rating,"I ordered the clam bbq which includes an assortment of shellfish like cheesy clams, shrimps, mussels, a small lobster tail, a sea snail, etc. Everything tasted stale and way too fishy. I could tell that they were not fresh at all. As a matter of fact, the seafood tasted like they were sitting outside on a hot summer day for an entire week before being served.Service was barely there. We were, however, met with warm welcomes as we walked into the restaurant and greeted as we walked out.I might return to try other dishes but I'll NEVER order the clam bbq again.",21,1.0,/user_details?userid=IElw2R46EBM6zC9IavTa0w,Sarah S.
19536,93,1.0,11/6/2014,,93,1.0,"McLean, VA",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Honestly, the freshest seafood you can get in this area. I've actually had friends from out of town come looking for this restaurant because they heard so many good things about it.The servers are super friendly, the food is amazing, and they have awesome soju cocktails. It's very loud at nighttime, but it's to be expected since the place has a drinking/late-night-eats kind of feel to it. Be sure to order the seafood pot and watermelon soju!",30,1.0,/user_details?userid=EcBsFfREsDmqus2iVUnutQ,Jihyun K.
19537,94,,12/9/2015,,3,,"New York, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"I came here with my hubbie for my and his birthday.  We got the live octopus dish and also the assorted seafood hotpot.  I really liked the live octopus as it was so cool to see the tentacles still swiggling and moving as you eat them.  It was 30$ for that dish.  It was expensive but worth it for a one time experience.  However, both my hubbie and i were not impressed by the assorted seafood hotpot.  It was 54.99 and when it came, i was impressed by the presentation of the dish.  However, as we ate, we realized that this is something that we could easily make at home as it is just a bunch of seafood thrown in a pot and brought to a boil.  There was a ton of squid, crabs, shrimp, some veggie, etc.  It really was too much cholesterol.  And i was not impressed by the soup.  Again nothing too special about the soup.  If i had another chance, we would have ordered the korean bbq like we saw some of the other korean families ordered.  Total came out to be a little over 100 bucks with tip.  Worth it? Not really.  But good for one time experience?  Yeah...",57,,/user_details?userid=gDgcNoByv_mUBax6x63PIQ,Rundeee G.
19538,95,2.0,9/23/2014,,4,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,The foods are okay just another regular korean spots for korean food. I think its their atmosphere that has all the attention. They give you alot of food thats another plus. Just hate how its so loud.,26,2.0,/user_details?userid=DBBMDpIZ70_90yp9-x5O5Q,Jenny C.
19539,96,1.0,11/10/2014,,2,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,2.0 star rating,"The service quality was not good (it was bad, but not horrible). It was busy that night, but when you have so many people on the wait staff, it's no excuse for unsatisfactory service quality. The food was pretty good, it was my friend's birthday and she wanted the seafood party special or whatever they had going on at the time (to be honest, it's kind of hard to mess up fresh seafood, when you're not doing much to it beyond cooking it through). I liked the snow crab and the live squid (a/n: make sure you eat the squid quickly, because those little suckers will try to make a break for it, and you do not want to be eating any that come in contact with the questionable table surface). My only other gripe is the interior. Those tables are seriously skeevy-looking. I was afraid to come in contact with the furniture for fear of picking up some vile disease or mystery goo. And what's with the decor? It looks like that bombed-out looking bar in the Watchmen movie during the Vietnam scene. I don't care how good the food is, a crappy environment spoils the appetite, especially when you're paying good money for it.",51,1.0,/user_details?userid=I_9WBA3ZzV0fdQTHs02XDg,Joyce K.
19540,97,1.0,4/15/2015,,168,1.0,"San Diego, CA",Sik Gaek Chun Ha,7183217770,3.0 star rating,I use to loveeee this place until it became so crowded and loud.  I can't even hear myself think. Seafood are always fresh but if I really want to eat and enjoy my meal here I need to avoid peek dinner times.,42,1.0,/user_details?userid=m-T-oFF8iYZop4U8AAybkg,Angie C.
19541,98,1.0,3/22/2015,,4,2.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,Korean seafood resturant.  Came here on a Friday night. Place was packed and had to wait 30 minutes to be seated. Lots of younger people eating drinking here and also a mixed crowd of Korean and Chinese people. the food is great with soju.,5,1.0,/user_details?userid=x8FPP9g9vCTTWE_j1prZ9w,Tom L.
19542,99,1.0,4/19/2015,,5,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Great BBQ seafood place to go , always have fun hunging out with friends here , I love the watermelon soju always have fun drinking it",9,1.0,/user_details?userid=94g7PmNU9mQUUmQy3NpkQQ,Cici H.
19543,100,1.0,4/17/2015,,0,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"First, they were SO incredibly NICE. Our server was ""O"", and another tall skinny gentleman. I work in hospitality I was so impressed by how genuinely friendly and sweet and delicate the staff was-seriously like we were friends of the owner type experience. The seafood hotpot :awesome. Live octopus, also amazing. All the other extras that came to the table, even though I didn't know what everything was you could tell there was skill and/or tradition there.Really impressive experience. I've never written a review before, I had to let everyone know. Please go here and just let it happen to you. You will not be sorry. Not a cheap overall night that WE SELECTED, but even still the value was also really great. Give a pay raise to ""O"".",1,1.0,/user_details?userid=g27TtBwIw0e8lFs61sDZ8w,Eric S.
19544,101,1.0,1/24/2014,,73,1.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I have eaten here twice and loved that the restaurant serves a huge seafood hot pot which I was here for and the live octopus.  If you get the chance to try the live octopus, try it! it was bit on the chewy side but it goes well with the dipping sauce that it came with.  The seafood hot pot is very huge and feeds like 5-6 people.  Between the five of us, we still had left overs.  On another occasion that I came here, I tried the pumpkin seafood which I absolutely love and adore.  I never knew pumpkin, rice cake, and cheese can go so well together.  That is a MUST ORDER dish! It also comes in three sizes, small, medium or large pumpkin.",171,3.0,/user_details?userid=XfnaSCU9brBScu3w_8LUGg,Sandra C.
19545,102,1.0,8/10/2015,,4,1.0,"Little Neck, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"This is the absolute best Korean bbq I have ever had. The fried rice, pork belly and the dressing they put over the salad is addicting to say the least. It's great to come here with a bunch of people but are very accommodating to a party of 2. It's definitely a late night guilty pleasure!",14,1.0,/user_details?userid=_7Jt-cVFVIeX-pyfv2r1hw,Nicole H.
19546,103,1.0,10/5/2014,,46,1.0,"Oakland Gardens, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Great place to come late at night to hang out with friends, and have a drink. Their seafood hotpot is huge, fills up all 4 of us...with leftovers! I love the hype and friendliness of their workers, I love the rustic designs, I love the loud music, everything!Pricing is good considering the proportion of their food.The only sad thing is, that every time I've come here, they never have their live octopus dish. I've been craving to try that for SO long, and I think it's pretty rare to find that exotic dish anywhere else. (Even if there are, I only hear about it here so I figure I should try it here first as well.) This place is just one of those must try places. Even if you don't enjoy seafood, you've got to come here and give it a try.",15,1.0,/user_details?userid=cdAz91dKFbY9xFjbnLwnnA,Jinju O.
19547,104,1.0,3/19/2013,,168,2.0,"New York, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Wowzah. I am so glad I decided to traverse into unknown parts of New York for Sik Gaek Chun Ha. The seafood hot pot and the live octopus made the travel worth it. If you hate seeing things squirm though, don't order either of these dishes or, close your eyes really hard. The lobster is still half alive when it's brought out in the boiling pot, which made me want to let it out unto the floor but my stomach told me not to be stupid aaaand my stomach was right. I loved the side dishes that came out with our meal and the watermelon soju. The service was also really really great. The only negative is that Sik Gaek seems great for large parties since there are long wooden tables, but not the best if you want to talk to everyone.",211,1.0,/user_details?userid=ytQ_rTnVHJ7h3hgcLiHN_w,Danielle K.
19548,105,2.0,7/9/2015,,4,2.0,"Rego Park, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"If there is a much commendable Korean Resto, especially to those who are Korean dishes enthusiasts, I will highly recommend Sik Gaek in Flushing, NY. which is a favorite Korean Resto of my sons, grandchildren and me. ATMOSPHERE is energized, youthful, simple, but spacious and clean. FOOD: authentic and seafood galore, also live octopus which gives curiosity and excitement for first timers. Their signature continued hot pot contains a variety of fresh clams, snow crabs, shrimps, snails,, octopus and gastronomically delicious Korean noodles, which is good for 6- 10 people!  Their pork belly is cooked so good that a group of 6 -10 can have two orders! One must not forget to order their crispy and yummy pancakes!  SERVERS AND SERVICE: Young, energetic, polite, friendly, good looking, pretty, and knowledgeable whose service is fast.  My sons, grandchildren and I have celebrated several occasions (birthdays, Mother's day or for just weekend breaks) in this Korean resto.  To make a reservation is a breeze and assured.  PRICE: Very reasonable! Their OBI beer is also an attraction. ABSOLUTELY we will be back and will bring with us relatives and friends who resides locally and internationally. Diana Lynn - Rego Park, NY",3,2.0,/user_details?userid=q8dhjOMoY7r3ViLtJuLkcw,Diana Lynn M.
19549,106,1.0,3/7/2015,,14,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Great place for groups! The hotpot is huge enough for 4-6 people, and there are Udon and rice cake in it. I should've come here w/o having lunch. Besides, you can have bbq and hot pot at the same time, so get ready to have your stomach exploded! Raw octopus! Scary delicious! Have to try this guys!",2,1.0,/user_details?userid=B_sJjuFsyUK0zEzEA0eSFg,Xinmeng Y.
19550,107,,3/24/2015,,3,1.0,"Montgomery, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,Raw octopus on Tuesdays and Fridays. They are good. People are extremely friendly. Food are very good.  Music too. Like it very much.,1,1.0,/user_details?userid=MKbik-OBfi9Ha6DTfVHOrA,Trace S.
19551,108,1.0,7/4/2014,,204,1.0,"Port Washington, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,Awesome octopus seafood hot pot. Other seafood hot pots are great as well..authentic and delicious. come.,328,2.0,/user_details?userid=DxsZCsQXTN7vcVUwtGlN9g,Sung K.
19552,109,1.0,9/1/2014,,1,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"Came with a large group of friends so we ordered tons of food. They ran out of the live octopus (thank goodness! Although my friends were disappointed) and offered to upgrade to two lobsters for a fee.  Great hot pots packed to the brim with all different kinds of seafood.  The watermelon soju is a must... so refreshing.  I love the ""service button"" located on the booth's wall. Very efficient and excellent service. Atmosphere:  between the music pumping and crowds, it's loud!  Come before 8pm otherwise, the line is out the door.  For large groups, reservations are a must but they'll seat you if at least 3 people are present and the rest of the party will be arriving in less than 5 minutes... that's awesome!",12,1.0,/user_details?userid=aqbyJyEz-iSa45dsYNbIVA,Angel L.
19553,110,,4/23/2015,,41,,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"MY FAVORITE RESTAURANT IN ALL OF QUEENS (maybe even New York).From the very moment you step into this restaurant, you just know that things are going to be different. The servers are wearing pajama like bottoms with a black sik gaek t-shirt, ready to cater to your every need. This place gets a bit busy on the weekends so if you are trying to eat here on the weekend, I suggest you come early before the troops come marching in.They start by frying a bunch of eggs for you - deeeelicious. Nothing special but you feel special HA! You should order whatever you prefer but IMO, the best dish would be the seafood hot pot! How can you go wrong? The first time I came, I shared it with 6 people. The second time I went back, my brother and I shared it alone HAHADon't forget to order the live octopus. I think that's why this place blew up so much. It's definitely a snapchat/IG worth dining experience.  Nothing more delicious and fresh. Who doesn't like octopus squirming in their mouth? HAHAMake sure you order the fried rice to close out the meal - you'll regret leaving without trying it~It's def a party in here but the service is STILL good so no complaints!",149,,/user_details?userid=w2rQz5Di44V-XFR8PMM9VA,Mich L.
19554,111,1.0,2/1/2015,,4,1.0,"Brooklyn, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,Let me start off by saying how nice the environment feels. It really feels like I've gone back to Korea. The kimchi fried rice was on point!! It was one of the best I've ever had. I would go back to eat it again if I had the time to go all the way to Flushing. not to mention... the workers are good looking!,25,1.0,/user_details?userid=cJS1Uk4IE8Wy8qEUKl7muA,Rebecca Y.
